App ID;German;English;Translate
com.netgear.orbiprod;Durch Tippen auf â€žOKâ€œ kann diese App eine Verbindung zu Ihrem NETGEAR WLAN-Produkt herstellen.;Tapping â€œOKâ€ allows this app to connect to your NETGEAR WiFi product.;Tapping â€œOKâ€ allows this app to connect to your NETGEAR WiFi product.
me.rapchat.RapChat;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
com.safariflow.SafariQueue;;"This app uses the local network to discover Cast-enabled devices on your WiFi
network.";"This app uses the local network to discover Cast-enabled devices on your WiFi
network."
com.tagged.meetme;;This will optimize your network configuration while in Live.;This will optimize your network configuration while in Live.
com.amazon.mp3.AmazonCloudPlayer;Amazon Music verwendet das lokale Netzwerk, um Chromecast -fÃ¤hige GerÃ¤te in deinem WLAN-Netzwerk zu erkennen.;Amazon Music uses the local network to discover Chromecast-enabled devices on your WiFi network.;Amazon Music uses the local network to discover Cast-enabled devices on your WiFi network.
com.rainydayapps.Blockchain;;Network usage required for debugging;Network usage required for debugging
com.1mainstream.dc.ios;;LESMILLS uses the local network to discover Cast-enabled devices on your WiFi network.;LESMILLS uses the local network to discover Cast-enabled devices on your WiFi network.
com.huami.watch;Bei der Konfiguration des WLANs der mÃ¼ssen Sie Ã¼ber die Informationen eines WLANs in Ihrer NÃ¤he verfÃ¼gen.;When configuring the WIFI, you need to get the nearby WIFI information.;When configured WiFi, you need to obtain nearby wifi information.
pl.extollite.BedrockTogether;;Used to allow connections to server.;Used to allow connections to server.
com.innovatise.elan;Erlaube Zugriff, um Streams und Videos auf Deinem TV zu schauen.;Allow local network access to watch videos on your TV;Allow local network access to watch videos on your TV
de.radio.;Entdecken und Steuern von Google Cast GerÃ¤ten;Discover and control Google Cast devices;Discover and control cast devices
com.netatmo.netatmo;The Netatmo app will be able to discover and connect to devices on the networks you use.;The Netatmo app will be able to discover and connect to devices on the networks you use.;This app will be able to discover and connect to devices on the networks you use.
com.sandisk.bolt;;iXpand Drive uses the local network to discover Cast-enabled devices on your WiFi network.;iXpand Drive uses the local network to discover Cast-enabled devices on your WiFi network.
com.netatmo.camera;Die Netatmo-App kann GerÃ¤te in den von Ihnen verwendeten Netzwerken erkennen und eine Verbindung zu ihnen herstellen.;The Netatmo app will be able to discover and connect to devices on the networks you use.;The Netatmo app will be able to discover and connect to devices on the networks you use
com.wakanim.ios.prod.wakanim;;We use the local network to discover Cast-enabled devices on your WiFi network.;We use the local network to discover Cast-enabled devices on your WiFi network.
com.nbaimd.gametime.universal;;"NBA uses the local network to discover Cast-enabled devices on your WiFi
network.";"NBA uses the local network to discover Cast-enabled devices on your WiFi
network."
com.bleacherreport.TeamStream;;Team Stream uses the local network to discover Cast-enabled devices on your WiFi network.;Team Stream uses the local network to discover Cast-enabled devices on your WiFi network.
com.google.Slides;Um Chromecast-GerÃ¤te zu finden, benÃ¶tigt Google Tabellen die Berechtigung zum Scannen des lokalen Netzwerks. Sie kÃ¶nnen dies jederzeit in den Einstellungen Ã¤ndern.;To find Chromecast devices, Slides needs permission to scan your local network. You can adjust this any time from Settings.;To find Chromecast devices, Slides needs permission to scan your local network. You can adjust this any time from Settings.
in.sinew.Walletx;;Enpass uses your local network to connect and sync with Wifi Sync Server.;Enpass uses your local network to connect and sync with Wifi Sync Server.
com.romwe.dotfashion;;App needs Local Network permission to find local devices.;App needs Local Network permission to find local devices.
com.spotify.client;Dadurch kannst du Spotify auf verschiedenen GerÃ¤ten abspielen. Spotify erhÃ¤lt auÃŸerdem Zugriff auf lokale Audiodateien.;This lets you listen on different devices. Spotify will also get access to local audio files.;This lets you listen on different devices. Spotify will also get access to local audio files.
com.instar-cam.instarvision;Die App benÃ¶tigt Erlaubnis fÃ¼r die Suche und den Zugriff auf GerÃ¤te im lokalen Netzwerk.;This app uses the local network to discover and access devices.;This app uses the local network to discover and access devices.
com.radiofrance.FrBleu;;;France Bleu wishes to use your local network to detect devices compatible with the Cast functionality and connect to it.
fm.dice.Dice;DICE verwendet das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in Ihrem WLAN zu erkennen;DICE uses the local network to discover Cast-enabled devices on your WiFi;DICE uses the local network to discover Cast-enabled devices on your WiFi
com.google.ios.youtubekids;Diese App kann eine Verbindung zu GerÃ¤ten wie z.Â B. deinem Fernseher herstellen.;This app will be able to connect to devices such as your TV.;This app will be able to connect to devices such as your TV.
com.cnn.iphone;;Click â€˜OKâ€™ to let CNN help you play videos on cast-enabled devices like your smart TV and Apple TV.;Click â€˜OKâ€™ to let CNN help you play videos on cast-enabled devices like your smart TV and Apple TV.
de.smuttlewerk.fleetbattle;;FleetBattle would like to search for Fleet Battle games in the local network.;FleetBattle would like to search for Fleet Battle games in the local network.
com.sega.sonic1international;Dies ermÃ¶glicht die Verbindung zu lokalen Mehrspielerspielen. Ohne diese Berechtigung stehen Mehrspielerspiele nicht zur VerfÃ¼gung.;This is for connecting to local multiplayer games. Denying permission will make multiplayer games unavailable.;This is for connecting to local multiplayer games. Denying permission will make multiplayer games unavailable.
de.motain.iliga;Die App nutzt das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in deinem WiFi-Netzwerk zu entdecken.;The app uses the local network to discover Cast-enabled devices on your WiFi network.;The app uses the local network to discover Cast-enabled devices on your WiFi network.
com.qobuz.music;;Network usage required for debugging purposes;Network usage required for debugging purposes
de.WDR.1LIVE;So kannst du Musik im lokalen Netzwerk hÃ¶ren;;So you can listen to music in the local network
com.netgear.ntgrup;Durch Tippen auf â€žOKâ€œ kann diese App eine Verbindung zu Ihrem NETGEAR WLAN-Produkt herstellen.;Tapping â€œOKâ€ allows this app to connect to your NETGEAR WiFi product.;Tapping â€œOKâ€ allows this app to connect to your NETGEAR WiFi product.
com.liquidairlab.paradiso;Wir verwenden das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in deinem WiFi-Netzwerk zu erkennen.;We use the local network to discover Cast-enabled devices on your WiFi network.;We use the local network to discover Cast-enabled devices on your WiFi network.
com.tlive.madcat;;Access to your network allows Trovo to discover and connect to devices such as your TV.;Access to your network allows Trovo to discover and connect to devices such as your TV.
tv.airbeam.mirrorforsamsungtvios;Mirror fÃ¼r Samsung TV verwendet das lokale Netzwerk, um Ihren Fernseher zu finden und Video und Audio an den Fernseher zu senden.;Mirror for Samsung TV uses the local network to find your TV and to send the video and audio to TV.;Mirror for Samsung TV uses the local network to find your TV and to send the video and audio to TV.
com.bandcamp.iosapp;;Bandcamp uses the local network to discover Cast-enabled devices on your WiFi network.;Bandcamp uses the local network to discover Cast-enabled devices on your WiFi network.
com.synology.DSdrive;Gestatten Sie der Anwendung, Synology NAS im lokalen Netzwerk zu suchen und sich damit zu verbinden.;Allow the application to connect to or search for Synology NAS on the local network.;Allow the application to connect to or search DS in local network
com.toppluva.grandmountainadventure;;Local Network Multiplayer;Local Network Multiplayer
com.cateater.funapps.stopmotion;Die App benÃ¶tigt Zugriff auf Ihr Netzwerk, um die Remote-Kamera zu finden und eine Verbindung mit ihr herzustellen.;The app needs access to your network in order to locate and connect to the remote camera.;The app needs access to your network in order to connect to the remote camera.
com.deliciouslyella.delella;Diese App sucht im lokalen Netzwerk nach GerÃ¤ten mit Chromecast, damit du Yoga-Videos streamen kannst.;"This app uses the local network to discover Chromecast devices.

To add your exercise to my tracker, please keep your screen unlocked during the class - enjoy!";"This app uses the local network to discover Chromecast devices.

To add your exercise to my tracker, please keep your screen unlocked during the class - enjoy!"
com.wdc.mycloud;;"kamino uses the local network to discover Cast-enabled devices on your WiFi
    network.";"kamino uses the local network to discover Cast-enabled devices on your WiFi
    network."
com.remotemouse.remotemouse4free;;Remote Mouse will be able to discover and connect to computers on the neworks you use.;Remote Mouse will be able to discover and connect to computers on the neworks you use.
de.miele.Mieleatmobile;Die Miele App mÃ¶chte Ihr lokales Netzwerk scannen, um Ihre Miele GerÃ¤te zu finden.;The Miele App wants to scan your local network to find your Miele appliances.;Miele Smart Home wants to scan your local network to find your Miele appliances.
com.nfl.gamecenter;;The NFL app uses the local network to discover Cast-enabled devices on your WiFi network.;The NFL app uses the local network to discover Cast-enabled devices on your WiFi network.
com.badoo.Badoo;So kÃ¶nnen wir die QualitÃ¤t von Videoanrufen und anderen Features in der App verbessern.;This lets us improve the quality of video calls and other features on theÂ app.;This lets us improve the quality of video calls and other features on the app.
com.nanoleaf.nanoleaf;;We use the local network to control and improve the reachability of Nanoleaf devices;We use the local network to control and improve the reachability of Nanoleaf devices
com.teamviewer.rc;Dadurch kann TeamViewer GerÃ¤te in deiner Netzwerkumgebung erkennen.;This allows TeamViewer to discover nearby devices on your network.;IDS_LOCAL_NETWORK_USAGE_DESCRIPTION_RC
com.google.photos;Durch den Zugriff auf das Netzwerk kann Google Fotos GerÃ¤te wie deinen Fernseher erkennen und eine Verbindung mit ihnen herstellen.;Access to your network allows Google Photos to discover and connect to devices such as your TV.;Access to your network allows Google Photos to discover and connect to devices such as your TV.
de.bw.keyapp;FÃ¼r die Registrierung von Smart Home-Produkten ist ein Zugang zum lokalen Netzwerk erforderlich.;Access to local network is required for registration of smart home products.;BURGsmart uses EZ mode for register devices
evolly.app.rokuremote;"Bitte wÃ¤hlen Sie ""OK"", um das Erkennen und Herstellen einer Verbindung zu Ihrem Fernseher in Ihrem lokalen Netzwerk (Wi-Fi) zu ermÃ¶glichen.

Vielen Dank!";"Please select 'OK' to allow discovering and connecting to your TV on your local network (Wi-Fi).

Thank you!";"Please select 'OK' to allow discovering and connecting to your TV on your local network (Wi-Fi).

Thank you!"
com.deezer.Deezer;Die Ãœbertragung ermÃ¶glicht es dir, deine Deezer Musik auf deinen GerÃ¤ten abzuspielen.;This will let you play your Deezer music on your home devices.;Deezer uses the local network to discover Cast-enabled devices on your WiFi network.
com.igg.ios.dressuptimeprincess;Wenn du uns Zugang gewÃ¤hrst, kÃ¶nnen wir dir eine stabilere und hochwertigere Verbindung zum Spiel anbieten. Wir werden deine Daten niemals ohne deine Zustimmung fÃ¼r andere Zwecke verwenden. Du kannst dies jederzeit unter Einstellungen -> Time Princess schlieÃŸen.;Granting us access will allow us to provide you with a more stable and high-quality connection to the game. We will never use your data for any other purposes without your consent. You can go to Settings -> Time Princess to turn this off at any time.;Granting us access will allow us to provide you with a more stable and high-quality connection to the game. We will never use your data for any other purposes without your consent. You can go to Settings -> Time Princess to turn this off at any time.
com.mixcloud.iphone;;"Mixcloud uses the local network to discover Cast-enabled devices on your WiFi
network.";"Mixcloud uses the local network to discover Cast-enabled devices on your WiFi
network."
com.technogym.mywellness.elixia;;Used to discover Cast-enabled devices on your WiFi;Used to discover Cast-enabled devices on your WiFi
com.gameloft.asphalt8;This option allows to connect and play over local WiFi network;This option allows to connect and play over local WiFi network;NSLocalNetworkUsageDescription
com.aesoftware.ios.Tubio;;Tubio uses the local network to discover Cast-enabled devices on your WiFi network.;Tubio uses the local network to discover Cast-enabled devices on your WiFi network.
jp.co.sony.playmemoriesmobile;Verwenden Sie diese Funktion, um eine Verbindung zu einer Kamera herzustellen.;Use this function to connect a camera.;Use this function to connect a camera.
com.bang-olufsen.OneApp;Um auf Ihre mit dem Netzwerk verbundenen B&O-Produkte zugreifen und diese steuern zu kÃ¶nnen.;To access and control your network connected B&O products;To access and control your network connected B&O products
com.vorwerk.temial;FÃ¼r die Einrichtung deines Temial-GerÃ¤ts nutzt die Temial-App dein lokales Netzwerk.;Temial app uses your local wifi to setup the Temial device.;Temial App uses local network to communicate with Temial device
com.hama.smart;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.counterpath.bria;Die App benÃ¶tigt Zugang zum lokalen Netzwerk, um kommunizieren zu kÃ¶nnen.;The application needs access to the local network in order to communicate.;The application needs access to the local network in order to communicate.
com.kraftwerk9.firetv;;In order to connect Fire TV needs to find TV in network;In order to connect Fire TV needs to find TV in network
com.goodnotesapp.x;GoodNotes wird in der Lage sein, sich mit GerÃ¤ten in der NÃ¤he zu verbinden, um Ã„nderungen in geteilten Dokumenten schneller mit diesen zu synchronisieren;GoodNotes will be able to connect to nearby devices to synchronize changes in shared documents with them faster;Goodnotes can be connected to nearby devices in order to simultaneously simultaneously shared documents.
com.littlelf.smarthome;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
net.conntac.gcade;Die App benÃ¶tigt das lokale Netzwerk, um eine Verbindung mit dem Router herstellen zu kÃ¶nnen;;The app needs the local network to connect to the router
de.myposter.myposter;;We use Bagel to debug API calls;We use Bagel to debug API calls
jp.co.canon.bsd.easyphotoprinteditor;Um nach Druckern suchen und drucken zu kÃ¶nnen, mÃ¼ssen Sie den Zugriff auf das lokale Netzwerk erlauben. Ã–ffnen Sie die Einstellungen Ihres Smartphones, wÃ¤hlen Sie [Datenschutz] > [Lokales Netzwerk] aus und Ã¼berprÃ¼fen Sie, ob dieser App Zugriff auf das lokale Netzwerk gewÃ¤hrt wurde.;In order to search for printers and to print, you must allow access to the local network. Open your smartphones settings, select [Privacy] > [Local Network], and check that this app has been granted local network access.;â€Ž
com.gosund.smart;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;Gosund will be able to discover and connect to devices on the onetworks you use
com.e2esoft.iVCam;;Discover and connect to iVCam PC;Discover and connect to iVCam PC
com.carrotrocket.geozilla;Jemanden einladen, um auf ihn aufzupassen;Invite someone to look out for;Invite someone to look out for
com.satisfyer.connect;;Satisfyer Connect requires local network access in order to make calls;Satisfyer Connect requires local network access in order to make calls
com.pexels.official.app.ios;;Share media from your camera roll to the Pexels app;Share media from your camera roll to the Pexels app
de.mainaqila.app;Unsere App nutzt das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in Ihrem WiFi-Netzwerk zu finden.;Our app uses the local network to discover Cast-enabled devices on your WiFi network.;Our app uses the local network to discover Cast-enabled devices on your WiFi network.
com.digitalruby.youdoodle;Draw with friends nearby;Draw with friends nearby;Draw with friends nearby
com.rtlinteractive.tvnow;Google Chromecast verwendet das lokale Netzwerk, um Chromecast-Devices im WLAN zu finden.;;Google Chromecast uses the local network to find Chromecast devices in WLAN.
com.crowdstar.covet;;Used to connect to the Covet server.;Used to connect to the Covet server.
com.toyopagroup.picaboo;Dadurch kann Snapchat eine WLAN-Verbindung zu ZubehÃ¶r wie Spectacles herstellen.;This will allow Snapchat to connect to Wi-Fi enabled accessories like Spectacles.;This will allow Snapchat to connect to Wi-Fi enabled accessories like Spectacles.
com.rhapsody.iphone.aldilifemusik;;Allows Chromecast to connect;Allows Chromecast to connect
LiveScore;;LiveScore uses the local network to discover Cast-enabled devices on your WiFi network.;LiveScore uses the local network to discover Cast-enabled devices on your WiFi network.
capital.scalable.Scalable-Capital;;Local Network access is needed for Debug tools to be able to connect to the App.;Local Network access is needed for Debug tools to be able to connect to the App.
com.codeatelier.homee;Zur Einrichtung deines homee und zur direkten Verbindung zu deinem homee wird der Zugriff auf das lokale Netzwerk benÃ¶tigt.;To set up your homee and for a local connection to your homee local network access is needed.;To set up your home and for a local connection to your home local network access is needed.
com.mbmobile;;;
com.mojang.minecraft-edu;;;Minecraft wants to access your local network. This allows you and others on your local network to play together. Declining this permission does not affect online features or gameplay. But will prevent you and others, on the same network, from playing together.
com.firsttouch.dls7;Local Mehrspieler;Local Multiplayer;Local Multiplayer
com.abishkking.womenworkout;;access network;access network
com.globo.hydra;;;Globoplay uses the local network to discover devices, capable of connecting via Chromecast, which are connected to your Wi-Fi network.
com.courtois.PerfectIPTVn;;Perfect IPTV uses the local network to discover Chromecast devices on your WiFi network.;Perfect IPTV uses the local network to discover Chromecast devices on your WiFi network.
com.reo.link;;If you disable it, you may not be able to access device via LAN.;If you disable it, you may not be able to access device via LAN.
com.applicaster.babytvhd.vod;;App uses the local network to discover Cast-enabled devices on your WiFi network.;App uses the local network to discover Cast-enabled devices on your WiFi network.
com.tappytaps.bibino;Von der App wird das lokale Netzwerk verwendet, um deine GerÃ¤te beim Ãœberwachen zu finden und zu verbinden.;The app uses the local network to find and connect to your devices when monitoring.;To pair devices, we need to search for them on your network.
com.riotgames.league.wildrift;Diese App verbindet sich mit deinem lokalen Netzwerk, um bei der Verbindungsdiagnose zu helfen.;This app connects to your local network to help with connection diagnostics.;This app connects to your local network to help with connection diagnostics.
com.cdprojektred.gwent;Diese App kann andere GerÃ¤te in den Netzwerken, die du benutzt, finden und eine Verbindung zu ihnen herstellen, um das Funktionieren der Mehrspieler-Features zu verbessern.;This app will be able to discover and connect to devices on the networks you use to enhance the work of multiplayer features.;This app will be able to discover and connect to devices on the networks you use to enhance the work of multiplayer features.
com.gettr.gettr;;Required by Google Cast to use the local network to connect to Cast-enabled devices on your WiFi network starting with iOS 14.;Required by Google Cast to use the local network to connect to Cast-enabled devices on your WiFi network starting with iOS 14.
de.pearl.elesion;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.weareloup.hco;;Enabling local network access will let you easily send what youâ€™re watching on your device to your smart TV or streaming devices for bigger screen enjoyment.;Enabling local network access will let you easily send what youâ€™re watching on your device to your smart TV or streaming devices for bigger screen enjoyment.
de.clipmyhorse.mobile;;mobile uses the local network to discover Cast-enabled devices on your WiFi network.;mobile uses the local network to discover Cast-enabled devices on your WiFi network.
de.estos.apps.pcmng;;The app uses local network access to establish VoIP or text communication with other devices.;The app uses local network access to establish VoIP or text communication with other devices.
net.frameo.app;Dies ermÃ¶glicht es der Frameo-App, sich fÃ¼r schnellere Ãœbertragungsraten sowie einen geringeren Datenverbrauch mit Ihrem lokalen Netzwerk zu verbinden.;This will allow the Frameo app to connect to your local network, allowing faster transfers and less data consumption;This will allow the Frameo app to connect to your local network, allowing faster transfers and less data consumption
com.nousguide.rbms;Die App verwendet das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in Ihrem WLAN-Netzwerk zu erkennen;The local network is used to discover Cast-enabled devices on your WiFi network;Red Bull TV uses the local network to discover Cast-enabled devices on your WiFi network.
com.truefire.Truefire;;This app will use your local Wi-Fi network to discover and cast to Chromeast-enabled devices on your network.;This app will use your local Wi-Fi network to discover and cast to Chromecast-enabled devices on your network.
com.myYearbook.MyYearbook;Das wird deine Netzwerkkonfiguration optimieren, wÃ¤hrend du in Live bist;This will optimize your network configuration while in Live;This will optimize your network configuration while in Live.
overlook.fing;Fing benÃ¶tigt Ihre Zustimmung, um auf das lokale Netzwerk zuzugreifen und verbundene GerÃ¤te zu identifizieren;Fing requires your consent to access to the local network and identify connected devices;Fing requires your consent to access to the local network and identify connected devices
com.TRT.TRT;;;We need access permission to the network devices to use the reflection feature on the Chromecast screen.
tv.wuaki.Wuakitv-Player;Dies ermÃ¶glicht es Rakuten TV, GerÃ¤te in der NÃ¤he zu scannen.;This will allow Rakuten TV to scan nearby devices.;"Rakuten TV uses the local network to discover Cast-enabled devices on your WiFi
    network."
puwell.IPC360;Die App verwendet das lokale Netzwerk, um die Kamera zu finden und eine Verbindung zur Einrichtung herzustellen.en und eine Verbindung herstellen, um mit der Einrichtung fortzufahren.;App uses the local network to find and connect to camera for set up.;App need your permission to Find local device
com.radiofm.radiofm;;"Radio FM uses the local network to discover Cast-enabled devices on your WiFi
    network.";"Radio FM uses the local network to discover Cast-enabled devices on your WiFi
    network."
com.wondershare.TransMobile;MobileTrans muss auf Ihr lokales Netzwerk zugreifen, um sich mit den Android-GerÃ¤ten zu verbinden;MobileTrans needs to access your local network to connect with the Android devices;MobileTrans needs to access your local network to connect with the Android devices
cn.annke.annkevision;;Allow this app to access your local network to find and set up local devices.;Allow this app to access your local network to find and set up local devices.
com.eco.global.app;Bitte erlauben Sie den Zugriff auf das lokale Netz fÃ¼r die Netzwerkeinrichtung und weitere Nutzung.;Please allow access to the local network for network setup and further use.;Please allow access to the local network for network setup and further use.
com.alain.Telecomando-Sky;;Used for Chromecast casting;Used for Chromecast casting
com.izotope.Spire;;Spire needs access to your local network in order to connect to Spire Studio;Spire needs access to your local network in order to connect to Spire Studio
de.2kit.Screen-Mirroring-Browser-Free;;"Please select 'OK' to allow discovering and connecting to your Browser on your local network (Wi-Fi).

Thank you.";"Please select 'OK' to allow discovering and connecting to your Browser on your local network (Wi-Fi).

Thank you."
com.ideashower.ReadItLaterPro;;Your local network can be used to allow developers to debug your application.;Your local network can be used to allow developers to debug your application.
mega.ios;Dadurch kÃ¶nnen Sie mit MEGA Anrufe Ã¼ber GerÃ¤te tÃ¤tigen und empfangen, die sich im selben WLAN oder lokalen Netzwerk befinden.;This will let you use MEGA to place and receive calls through devices that are on the same Wi-Fi or local network.;This will let you use MEGA to place and receive calls through devices that are on the same Wi-Fi or local access network
com.cesoftware.dmss;;The app will be able to discover and connect to DMSS compatible devices on the networks you use.;The app will be able to discover and connect to DMSS compatible devices on the networks you use.
com.tpvison.pst;;Require your permission to found device;Require your permission to found device
de.zattoo.app.iphone;Dies ist erforderlich, um auch auf Chromecast-GerÃ¤ten schauen zu kÃ¶nnen;This is required to watch on Chromecast devices, too;For viewing on Chromecast devices it is necessary to provide authorization.
com.tunein.TuneInRadio;Tuneln nutzt dein lokales WiFi-Netzwerk zum Auffinden von LautsprechergerÃ¤ten.;TuneIn uses your local WiFi network to discover speaker devices.;TuneIn uses your local WiFi network to discover speaker devices.
de.nacamar.BibelTV;Die Bibel TV App benÃ¶tigt Zugriff auf dein lokales Netzwerk, damit eine Verbindung zu deinem lokalen Chromecast gefunden werden kann.;;The Bible TV app needs access to your local network so that a connection to your local Chromecast can be found.
com.aliyun.living;Aktivieren Sie Lokales Netzwerk und Cloud Intelligence wird Ihr intelligentes GerÃ¤t mit dem WLAN verbinden.;Enable Local Network and Cloud Intelligence will connect your smart device to Wi-Fi.;Enable Local Network and Cloud Intelligence will connect your smart device to Wi-Fi.
com.iqiyi.i18n;;iQIYI ask for local network device info to enable quick login to simpify user login flow and in turn to improve user experience;iQIYI ask for local network device info to enable quick login to simpify user login flow and in turn to improve user experience
org.reactjs.native.example.rootd;Wird beim Debuggen von Apps verwendet;Used when debugging app;Used when debugging app
com.mu.muclubapp;;Access to your network allows the Man Utd app to discover and connect to devices such as your TV;Access to your network allows the Man Utd app to discover and connect to devices such as your TV
com.philips.cl.nutriu;Der Zugriff auf das lokale Netzwerk ermÃ¶glicht es der App, sich mit dem GerÃ¤t zu verbinden, sodass Sie mit dem ferngesteuerten Kochen beginnen kÃ¶nnen.;Local network access allows app to connect to device and start cooking remotely.;"""Access to the local network allows the gadget to connect to the device and start cooking remotely."""
com.netease.idv;;Once activated, Identity V will not actively connect to devices on the network you're using, but will only detect the connectivity of your local gateway. You can also disable this function via the Settings > Privacy > Local Network interface.;Once activated, Identity V will not actively connect to devices on the network you're using, but will only detect the connectivity of your local gateway. You can also disable this function via the Settings > Privacy > Local Network interface.
cz.master.ANNA;Wir verwenden das lokale Netzwerk, um Ihre GerÃ¤te in Ihrem WiFi-Netzwerk fÃ¼r eine direkte Verbindung zu ermitteln.;We use the local network to discover your devices on your WiFi network for direct connection.;NSLocalNetworkUsageDescription
br.com.brainweb.ifood;;We need to access your local network to debug the events the app sends.;We need to access your local network to debug the events the app sends.
com.audiomack.iphone;Audiomack verwendet das lokale Netzwerk, um sendende GerÃ¤te in Ihrem WLAN-Netzwerk zu erkennen.;Audiomack uses the local network to discover Cast-enabled devices on your WiFi network.;"Audiomack uses the local network to discover Cast-enabled devices on your WiFi
network."
de.couchfunk.WM2014;Erlaube WM2014 Zugriff auf das lokale Netzwerk, um dich mit Google Cast-fÃ¤higen GerÃ¤ten zu verbinden.;;Allow WM2014 Access to the local network to connect to Google Cast-enabled devices.
com.PixelForceSystems.SweatWithKayla;Sweat verwendet das lokale Netzwerk, um Cast-fÃ¤hige GerÃ¤te in deinem WLAN-Netzwerk zu erkennen.;Sweat uses the local network to discover Cast-enabled devices on your WiFi network.;local_network_usage_permission_text
com.rumble.battles;;Access to your network allows Rumble to discover and connect to devices such as TV and speakers.;Access to your network allows Rumble-iOS to discover and connect to devices such as TV and speakers.
com.petitbambou.pb-ios;Petit BamBou benÃ¶tigt Ihre Erlaubnis, um in Ihrem Wifi-Netzwerk (Chromecast, Apple TV) nach einem GerÃ¤t zu suchen.;Petit BamBou needs your permission to search for a device on your Wi-fi network (Chromecast, Apple TV);We need it to find your Apple TV
ch.srf.srfplayer;Die Applikation verwendet das lokale Netzwerk fÃ¼r die Erkennung von Google Cast-EmpfÃ¤ngern.;The application uses the local network for Google Cast receiver discovery.;The application uses the local network for Google Cast receiver discovery.
com.chess.iphone;;Atlantis would use Bonjour Service to discover Proxyman app from your local network.;Atlantis would use Bonjour Service to discover Proxyman app from your local network.
com.technogym.mywellness.mobile;;Used to discover Cast-enabled devices on your WiFi;Used to discover Cast-enabled devices on your WiFi
com.kraftwerk9.Remotie;;In order to connect Remotie needs to find Samsung TV in network;In order to connect Remotie needs to find Samsung TV in network
com.onemt.boe.tr;Damit wir Ihnen das beste Spielerlebnis und die besten Dienste bieten kÃ¶nnen, mÃ¼ssen wir eine Verbindung zum Internet herstellen.;In order for us to provide you with the best gaming experience and service possible, we need local network.;To provide the best game experience and service, you need to connect to the Internet.
com.tcl.smarthome;Der Zweck der App, die eine Verbindung zum lokalen Netzwerk herstellt: Aktivieren Sie das Pairing und die Steuerung der GerÃ¤te, die mit dem lokalen Netzwerk verbunden sind;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network;The purpose of the app connecting to the local network: enable pairing and control of the devices connected to the local area network
com.nousguide.ios.TVThek;TVthek mÃ¶chte fÃ¼r Google Cast auf das Netzwerk zugreifen;;Tvthek would like to access the network for Google Cast
com.classpass.classpass;Erlaube ClassPass den Zugriff auf Chromecast-GerÃ¤te in der NÃ¤he, um Video-On-Demand-Workouts abzuspielen.;;Authorizes ClassPass to access Chromecast devices nearby to follow on -demand training videos.
com.fungames.colorbynumber;;Color by Number uses the local network to get new images for you.;Color by Number uses the local network to get new images for you.
com.sgiggle.Mango;So kÃ¶nnen wir die QualitÃ¤t von Videoanrufen und anderen Features in der App verbessern.;This lets us improve the quality of video calls and other features on theÂ app.;This lets us improve the quality of video calls and other features on the app.
com.aspiro.TIDAL;;This will allow TIDAL to connect and stream to devices and speakers such as Chromecast on your local network;This will allow TIDAL to connect and stream to devices and speakers such as Chromecast on your local network
com.dyson.dysonlink;MyDysonâ„¢ benÃ¶tigt Zugriff auf das lokale Netzwerk, um eine Verbindung zu Ihrem GerÃ¤t herzustellen.;MyDysonâ„¢ needs local network access to discover and connect your machine.;We need local network access to discover and connect to your machine
com.telekom.mytmobile;;We need this permission to test the quality of your connection.;Telekom MK requires this permission to test the quality of your connection.
com.dct.packers;;This app uses the local network to connect to Cast-enabled devices on your Wifi network.;This app uses the local network to connect to Cast-enabled devices on your Wifi network.
com.offlinemusic;;Exchange Tracks with nearby devices running the Offline Music Player app.;Exchange Tracks with nearby devices running the Offline Music Player app.
